ensgene_ID	AA9_1	AA9_2	AA9_3	DMSO_1	DMSO_2
"ENSG00000168393"	729	863	893	912	1078
"ENSG00000227459"	0	0	0	0	0
"ENSG00000228380"	29	38	30	15	35
"ENSG00000241399"	391	463	485	508	678
"ENSG00000144445"	1379	1778	1793	1461	2027
"ENSG00000225819"	0	0	0	0	0
"ENSG00000270930"	0	0	0	0	0
"ENSG00000224967"	9	20	20	6	18
"ENSG00000213081"	0	10	0	2	1
"ENSG00000230548"	0	0	0	0	0
"ENSG00000228064"	0	0	0	0	0
"ENSG00000236451"	0	2	2	0	0
"ENSG00000221823"	1116	1260	1282	1177	1570
"ENSG00000288091"	0	0	1	4	0
"ENSG00000270335"	3	1	8	10	4
"ENSG00000227400"	0	0	0	1	0
"ENSG00000177855"	1631	2123	2226	1655	2431
"ENSG00000223725"	3	10	23	11	14
"ENSG00000184898"	76	135	85	113	131
"ENSG00000067066"	0	0	5	0	8
"ENSG00000286206"	0	0	0	1	0
"ENSG00000226905"	0	0	0	0	0
"ENSG00000121988"	1093	1083	1229	1123	1546
"ENSG00000226813"	53	47	75	49	69
"ENSG00000248136"	0	0	0	0	0
"ENSG00000153820"	0	0	0	0	0
"ENSG00000233934"	0	0	0	0	0
"ENSG00000224819"	3	11	8	0	14
"ENSG00000224789"	2	0	0	0	0
"ENSG00000188668"	0	0	2	0	0
"ENSG00000270540"	59	72	59	78	96
"ENSG00000250011"	0	0	0	0	0
"ENSG00000286272"	0	0	0	2	2
"ENSG00000232893"	22	24	34	34	29
"ENSG00000243179"	0	0	8	0	4
"ENSG00000229395"	0	0	0	0	0
"ENSG00000186889"	62	76	66	58	89
"ENSG00000269707"	21	25	20	33	48
"ENSG00000233550"	0	0	0	0	0
"ENSG00000223691"	0	0	0	2	0
"ENSG00000118231"	37	49	36	36	70
"ENSG00000236283"	21	16	12	22	19
"ENSG00000234934"	0	0	0	2	0
"ENSG00000203387"	166	189	158	138	246
"ENSG00000225205"	35	54	53	78	49
"ENSG00000231546"	7	17	13	17	12
"ENSG00000227617"	40	22	43	40	29
"ENSG00000196141"	422	529	526	445	531
"ENSG00000286772"	0	0	0	0	0
"ENSG00000231926"	0	0	0	0	0
"ENSG00000232328"	0	0	0	0	0
"ENSG00000238046"	0	0	0	0	0
"ENSG00000213110"	58	90	63	75	69
"ENSG00000232520"	4	2	10	2	6
"ENSG00000286199"	0	0	0	0	0
"ENSG00000286836"	11	2	6	9	5
"ENSG00000144583"	2	4	0	6	2
"ENSG00000178385"	1288	1426	1573	1390	1918
"ENSG00000286879"	0	0	6	2	0
"ENSG00000235770"	5	8	14	10	6
"ENSG00000235726"	123	156	128	152	144
"ENSG00000231538"	0	0	0	0	0
"ENSG00000228909"	0	0	0	0	0
"ENSG00000225911"	0	0	2	0	0
"ENSG00000132321"	172	198	150	172	255
"ENSG00000286358"	23	22	21	29	40
"ENSG00000234235"	0	0	0	0	0
"ENSG00000235035"	14	6	7	4	9
"ENSG00000286152"	0	0	0	0	0
"ENSG00000236878"	4	6	2	19	8
"ENSG00000227430"	0	0	0	0	0
"ENSG00000177519"	17	52	41	46	32
"ENSG00000224529"	64	88	84	70	92
"ENSG00000163254"	0	0	0	0	0
"ENSG00000168918"	6	21	13	6	9
"ENSG00000115084"	4198	5090	5448	5044	6286
"ENSG00000228538"	0	0	2	0	0
"ENSG00000224559"	2	0	0	2	2
"ENSG00000170340"	342	523	521	378	637
"ENSG00000231896"	1	0	0	0	0
"ENSG00000286145"	176	253	251	296	346
"ENSG00000223642"	32	51	39	54	53
"ENSG00000286707"	8	18	19	6	14
"ENSG00000287027"	0	0	0	0	0
"ENSG00000224095"	0	7	12	8	18
"ENSG00000216721"	0	2	4	0	0
"ENSG00000233996"	13	0	4	0	0
"ENSG00000235066"	106	149	151	135	225
"ENSG00000287299"	255	316	289	246	310
"ENSG00000287418"	0	0	2	0	0
"ENSG00000125633"	1476	1811	1933	1579	2087
"ENSG00000234207"	0	0	0	0	0
"ENSG00000224839"	4	3	7	5	10
"ENSG00000235616"	0	0	0	0	0
"ENSG00000128654"	318	361	435	377	470
"ENSG00000287937"	45	61	41	48	41
"ENSG00000115368"	1398	1851	2105	2034	2431
"ENSG00000270893"	2	28	33	12	49
"ENSG00000213601"	2	5	0	0	0
"ENSG00000006607"	2528	3226	3334	2760	3611
"ENSG00000230651"	0	2	0	0	0
"ENSG00000170745"	20	14	26	15	59
"ENSG00000286513"	0	0	0	0	0
"ENSG00000168754"	4	1	0	7	3
"ENSG00000180902"	438	419	506	514	671
"ENSG00000171227"	44	56	46	27	42
"ENSG00000229727"	0	5	4	2	8
"ENSG00000136536"	2582	3208	3507	2757	3693
"ENSG00000213236"	1269	1618	1729	1332	1801
"ENSG00000288524"	0	0	0	0	0
"ENSG00000224232"	67	93	150	77	83
"ENSG00000223374"	47	38	73	45	92
"ENSG00000204262"	97	128	133	107	139
"ENSG00000288080"	41	66	46	69	83
"ENSG00000152093"	0	0	0	0	0
"ENSG00000224048"	0	0	0	0	0
"ENSG00000115694"	1158	1589	1535	1459	1859
"ENSG00000168397"	976	1016	1098	1051	1494
"ENSG00000128641"	1007	1261	1307	1332	1621
"ENSG00000168385"	7453	9148	9955	8861	11959
"ENSG00000283394"	0	0	0	0	0
"ENSG00000221255"	0	0	0	0	0
"ENSG00000237261"	0	0	0	0	0
"ENSG00000251704"	0	0	0	0	0
"ENSG00000222842"	0	0	0	0	0
"ENSG00000265056"	0	0	0	0	0
"ENSG00000276733"	0	0	0	0	0
"ENSG00000266059"	0	0	0	0	0
"ENSG00000251859"	0	0	0	0	0
"ENSG00000212455"	0	0	0	0	0
"ENSG00000200763"	0	1	0	0	0
"ENSG00000223145"	2	7	6	6	5
"ENSG00000222616"	0	0	0	0	0
"ENSG00000207170"	0	0	3	1	1
"ENSG00000265172"	0	0	0	0	0
"ENSG00000238503"	0	0	0	0	0
"ENSG00000264089"	0	0	0	0	0
"ENSG00000266738"	0	0	4	0	0
"ENSG00000207183"	0	0	0	0	0
"ENSG00000202430"	14	20	9	8	11
"ENSG00000264370"	0	2	0	2	0
"ENSG00000264192"	0	0	0	0	0
"ENSG00000206882"	0	0	0	0	0
"ENSG00000243847"	13	22	25	17	17
"ENSG00000207187"	0	0	0	2	2
"ENSG00000201671"	0	0	0	0	0
"ENSG00000207218"	0	0	0	0	0
"ENSG00000207255"	0	0	0	0	0
"ENSG00000265301"	0	0	0	0	0
"ENSG00000264352"	0	2	0	0	4
"ENSG00000223245"	0	0	0	0	0
"ENSG00000239396"	17	13	23	22	11
"ENSG00000212204"	2	2	12	2	4
"ENSG00000252246"	0	6	3	7	7
"ENSG00000242699"	0	0	0	0	0
"ENSG00000273913"	0	6	1	0	5
"ENSG00000278764"	0	0	0	0	0
"ENSG00000221300"	17	23	13	19	35
"ENSG00000207411"	0	0	0	0	0
"ENSG00000251889"	28	13	23	34	14
"ENSG00000202344"	0	0	0	0	0
"ENSG00000242158"	0	0	0	0	0
"ENSG00000212175"	43	57	39	32	61
"ENSG00000207548"	0	0	0	0	0
"ENSG00000207798"	0	0	0	0	0
"ENSG00000211520"	1	0	0	0	0
"ENSG00000266078"	0	0	0	0	0
"ENSG00000199395"	0	0	0	3	0
"ENSG00000200807"	0	0	0	0	0
"ENSG00000200101"	0	0	0	0	0
"ENSG00000239189"	0	0	2	0	1
"ENSG00000238493"	0	0	0	0	0
"ENSG00000252726"	0	0	0	0	0
"ENSG00000241625"	0	0	0	0	1
"ENSG00000212168"	4	0	0	4	0
"ENSG00000283636"	14	12	10	24	11
"ENSG00000202227"	10	12	5	7	7
"ENSG00000251942"	1	0	0	0	0
"ENSG00000252718"	0	0	0	0	0
"ENSG00000239958"	3	4	7	6	0
"ENSG00000264975"	0	0	0	0	0
"ENSG00000252436"	6	10	6	13	7
"ENSG00000202195"	0	0	0	0	0
"ENSG00000212036"	0	0	0	0	0
"ENSG00000252804"	9	8	9	6	11
"ENSG00000206915"	0	0	0	0	0
"ENSG00000264071"	20	14	7	9	10
"ENSG00000200779"	0	0	0	0	0
"ENSG00000221638"	0	2	0	0	0
"ENSG00000238410"	0	0	0	0	0
"ENSG00000264525"	9	10	12	3	22
"ENSG00000200028"	0	0	0	0	0
"ENSG00000200488"	2080	2485	2730	1836	3294
"ENSG00000263909"	13	8	2	9	12
"ENSG00000222536"	4	25	12	17	22
"ENSG00000202423"	0	0	0	0	0
"ENSG00000242118"	0	0	0	0	0
"ENSG00000252897"	0	0	0	0	0
"ENSG00000200048"	0	0	0	0	0
"ENSG00000212378"	1	3	3	8	2
"ENSG00000201311"	0	0	0	0	0
"ENSG00000201010"	0	0	0	0	0
"ENSG00000200701"	6	1	5	6	7
"ENSG00000251947"	0	0	0	0	0
"ENSG00000200890"	0	0	0	0	0
"ENSG00000199295"	0	0	0	0	0
"ENSG00000265507"	0	0	0	0	0
"ENSG00000265003"	0	0	0	0	0
"ENSG00000264793"	1	9	13	8	6
"ENSG00000222835"	0	0	0	0	0
"ENSG00000238619"	0	0	0	1	0
"ENSG00000275655"	0	0	3	0	2
"ENSG00000264857"	0	2	0	1	1
"ENSG00000201070"	0	0	0	0	0
"ENSG00000222724"	1	12	8	9	18
"ENSG00000252845"	0	0	0	0	0
"ENSG00000207249"	0	0	0	0	0
"ENSG00000212283"	2	6	4	7	7
"ENSG00000273515"	0	0	0	0	0
"ENSG00000222923"	0	0	0	0	0
"ENSG00000264934"	4	8	13	3	15
"ENSG00000265965"	4	4	0	8	0
"ENSG00000277628"	0	2	0	0	0
"ENSG00000221055"	0	0	0	0	0
"ENSG00000264833"	0	0	0	0	0
"ENSG00000238830"	0	0	0	0	0
"ENSG00000202427"	0	1	0	0	0
"ENSG00000206726"	0	0	0	0	0
"ENSG00000212182"	0	0	0	0	2
"ENSG00000243029"	0	0	0	0	0
"ENSG00000239185"	0	0	0	0	0
"ENSG00000202046"	0	1	5	3	7
"ENSG00000206963"	0	0	0	0	0
"ENSG00000265429"	4	4	7	2	3
"ENSG00000243510"	0	0	6	0	0
"ENSG00000266139"	0	0	0	0	0
"ENSG00000251900"	0	0	0	0	0
"ENSG00000252742"	0	0	0	0	0
"ENSG00000223118"	0	0	0	0	0
"ENSG00000252674"	0	0	0	0	0
"ENSG00000200432"	0	0	0	0	0
"ENSG00000263813"	39	36	51	51	61
"ENSG00000251956"	0	0	0	0	0
"ENSG00000251976"	0	0	0	0	0
"ENSG00000238379"	0	0	0	0	0
"ENSG00000222394"	0	0	0	0	0
"ENSG00000274711"	0	0	0	0	0
"ENSG00000251973"	0	0	0	0	0
"ENSG00000222921"	8	23	14	17	29
"ENSG00000222826"	0	0	0	0	0
"ENSG00000206901"	0	0	0	0	0
"ENSG00000283506"	2	0	1	0	2
"ENSG00000201892"	0	2	3	1	3
"ENSG00000252015"	0	0	0	0	0
"ENSG00000277306"	0	0	1	0	0
"ENSG00000252688"	0	0	0	0	0
"ENSG00000222068"	0	0	0	0	0
"ENSG00000206718"	0	0	2	0	0
"ENSG00000200377"	0	0	0	0	0
"ENSG00000223197"	0	0	0	0	0
"ENSG00000222404"	0	0	0	2	4
"ENSG00000223290"	0	0	2	0	0
"ENSG00000244372"	0	2	0	0	0
"ENSG00000200708"	0	0	0	0	0
"ENSG00000202029"	9	19	15	10	32
"ENSG00000238570"	2	0	2	0	0
"ENSG00000271924"	8	6	14	8	24
"ENSG00000200902"	0	0	0	0	0
"ENSG00000240977"	0	0	0	0	0
"ENSG00000275141"	0	3	0	1	0
"ENSG00000207117"	14	17	15	22	18
"ENSG00000212425"	0	0	0	0	0
"ENSG00000252779"	18	22	15	21	26
"ENSG00000200121"	0	0	0	0	0
"ENSG00000241074"	0	0	0	1	0
"ENSG00000199866"	6	12	12	12	15
"ENSG00000239041"	6	7	5	8	14
"ENSG00000283734"	0	0	0	0	0
"ENSG00000215973"	12	24	5	8	38
"ENSG00000266705"	0	0	0	0	0
"ENSG00000266808"	0	0	0	0	0
"ENSG00000264725"	0	1	0	0	0
"ENSG00000201813"	14	6	13	10	3
"ENSG00000222845"	0	0	0	0	0
"ENSG00000199626"	0	0	0	0	0
"ENSG00000252517"	0	0	0	0	0
"ENSG00000252130"	19	20	12	18	20
"ENSG00000201649"	0	1	10	1	1
"ENSG00000276200"	0	0	0	0	0
"ENSG00000280636"	0	0	0	0	0
"ENSG00000202216"	0	0	0	0	0
"ENSG00000207319"	0	0	0	0	0
"ENSG00000265694"	11	7	13	9	11
"ENSG00000199348"	3	3	5	4	11
"ENSG00000202164"	0	0	0	0	0
"ENSG00000276123"	0	0	0	0	0
"ENSG00000266354"	0	0	0	0	0
"ENSG00000265734"	0	0	0	0	0
"ENSG00000221240"	0	0	0	0	0
"ENSG00000283637"	0	0	0	0	0
"ENSG00000199203"	0	0	0	0	0
"ENSG00000222300"	0	0	0	0	0
"ENSG00000251941"	0	0	0	0	0
"ENSG00000278406"	0	0	0	0	0
"ENSG00000207274"	2	0	0	0	0
"ENSG00000243125"	0	0	0	0	0
"ENSG00000200281"	0	0	0	0	0
"ENSG00000266518"	0	0	0	0	0
"ENSG00000263363"	0	0	0	0	0
"ENSG00000199791"	0	0	0	0	0
"ENSG00000283469"	0	0	0	0	0
"ENSG00000263468"	0	0	0	0	0
"ENSG00000212246"	5	2	1	4	6
"ENSG00000243650"	0	0	0	0	0
"ENSG00000201044"	12	35	12	14	20
"ENSG00000263941"	0	0	0	0	0
"ENSG00000202341"	6	9	10	6	10
"ENSG00000263752"	0	0	0	0	0
"ENSG00000207186"	0	1	1	0	1
"ENSG00000202016"	0	2	2	6	1
"ENSG00000202206"	0	0	0	0	3
"ENSG00000162975"	2	2	4	14	16
"ENSG00000226080"	0	0	2	2	0
"ENSG00000145063"	0	6	5	2	0
"ENSG00000150873"	20	13	25	20	14
"ENSG00000162976"	137	188	168	156	223
"ENSG00000207267"	5	9	1	6	4
"ENSG00000230154"	230	217	252	267	272
"ENSG00000226961"	0	0	0	0	0
"ENSG00000230952"	0	0	0	0	0
"ENSG00000231403"	0	0	0	0	0
"ENSG00000169016"	380	505	525	464	533
"ENSG00000200822"	0	0	0	0	0
"ENSG00000235548"	13	36	49	60	50
"ENSG00000282440"	0	0	0	0	0
"ENSG00000283436"	0	0	0	0	0
"ENSG00000238069"	2	0	0	0	0
"ENSG00000287048"	8	10	12	12	13
"ENSG00000286889"	51	51	45	26	35
"ENSG00000286530"	9	5	9	5	8
"ENSG00000224177"	18	12	2	10	10
"ENSG00000251935"	0	3	0	0	4
"ENSG00000284052"	35	50	47	23	33
"ENSG00000138386"	1039	1208	1250	1191	1529
"ENSG00000235852"	34	28	42	33	61
"ENSG00000229023"	303	375	395	310	421
"ENSG00000230686"	4	2	0	0	0
"ENSG00000231858"	3	4	11	1	1
"ENSG00000138378"	62	41	64	38	50
"ENSG00000288064"	4	12	4	7	12
"ENSG00000207402"	0	11	0	0	4
"ENSG00000280083"	8	6	14	24	24
"ENSG00000230611"	5	6	9	8	2
"ENSG00000230979"	209	277	282	266	314
"ENSG00000224443"	0	2	0	0	0
"ENSG00000224058"	313	341	372	383	527
"ENSG00000283502"	2	0	0	0	0
"ENSG00000235369"	0	0	0	0	0
"ENSG00000236549"	38	41	48	62	68
"ENSG00000226473"	6	0	4	1	0
"ENSG00000228100"	5	14	8	14	28
"ENSG00000187600"	12	5	5	7	13
"ENSG00000284608"	0	0	0	0	0
"ENSG00000253515"	8	0	10	26	17
"ENSG00000241791"	2	2	0	13	3
"ENSG00000284701"	0	4	0	6	7
"ENSG00000250565"	156	210	248	252	364
"ENSG00000119729"	1925	2433	2643	2488	3101
"ENSG00000250116"	309	382	387	478	610
"ENSG00000151665"	305	334	432	530	553
"ENSG00000119878"	1062	1384	1353	1280	1591
"ENSG00000279254"	34	31	40	24	67
"ENSG00000271639"	76	94	75	94	91
"ENSG00000228949"	4	0	0	0	2
"ENSG00000227846"	0	0	0	0	0
"ENSG00000234143"	0	0	0	0	0
"ENSG00000241119"	0	0	0	0	0
"ENSG00000167165"	2	0	0	0	0
"ENSG00000224814"	0	0	0	0	0
"ENSG00000233445"	0	2	0	0	0
"ENSG00000248114"	0	0	0	0	0
"ENSG00000227802"	0	0	0	0	0
"ENSG00000228445"	0	0	0	0	0
"ENSG00000248705"	0	0	0	0	0
"ENSG00000178836"	0	0	0	0	0
"ENSG00000241635"	0	0	0	0	0
"ENSG00000123485"	1273	1465	1581	1379	1759
"ENSG00000224287"	2	7	3	2	4
"ENSG00000279809"	0	0	0	0	0
"ENSG00000144481"	0	0	1	2	0
"ENSG00000237581"	0	0	0	0	0
"ENSG00000286059"	0	0	0	0	0
"ENSG00000233221"	2	2	14	0	7
"ENSG00000281159"	0	0	0	0	0
"ENSG00000281516"	0	0	0	0	0
"ENSG00000152102"	2885	3582	3477	3031	4182
"ENSG00000230450"	202	232	245	157	320
"ENSG00000225448"	0	0	0	0	0
"ENSG00000236956"	2	0	0	1	0
"ENSG00000285819"	0	0	0	0	0
"ENSG00000248796"	0	0	4	0	0
"ENSG00000212199"	0	0	0	0	0
"ENSG00000236516"	0	0	0	0	0
"ENSG00000008869"	1426	1747	1844	1853	2457
"ENSG00000224891"	50	65	68	44	62
"ENSG00000233159"	4	0	1	0	0
"ENSG00000218739"	1677	2052	2039	2044	2639
"ENSG00000115816"	1636	2126	2213	1964	2574
"ENSG00000272054"	349	447	462	416	675
"ENSG00000003509"	562	729	725	674	937
"ENSG00000115825"	3903	4714	4773	4354	5689
"ENSG00000232028"	2	4	12	7	14
"ENSG00000207364"	0	0	0	0	0
"ENSG00000285925"	1	3	1	0	6
"ENSG00000115828"	234	233	265	161	278
"ENSG00000253078"	0	0	0	0	0
"ENSG00000287316"	0	0	0	0	0
"ENSG00000163171"	549	657	587	506	708
"ENSG00000236572"	0	0	0	0	0
"ENSG00000264041"	2	0	0	0	0
"ENSG00000238285"	0	4	2	6	4
"ENSG00000256458"	12	15	28	12	21
"ENSG00000173166"	463	618	637	583	710
"ENSG00000234632"	2	14	19	12	26
"ENSG00000225658"	24	13	16	15	24
"ENSG00000237737"	66	78	85	61	88
"ENSG00000159239"	8	9	5	0	6
"ENSG00000234521"	2	0	2	2	2
"ENSG00000286623"	3	5	4	5	6
"ENSG00000233155"	33	43	62	49	57
"ENSG00000005448"	273	434	402	351	487
"ENSG00000115274"	15	25	29	11	27
"ENSG00000274049"	0	0	0	0	0
"ENSG00000239779"	235	290	226	247	229
"ENSG00000286883"	0	0	0	0	0
"ENSG00000204822"	2	0	0	0	0
"ENSG00000135637"	586	709	699	680	862
"ENSG00000115282"	603	767	764	674	953
"ENSG00000272183"	62	52	56	63	73
"ENSG00000115289"	83	104	114	109	141
"ENSG00000115297"	10	11	4	10	12
"ENSG00000144045"	30	30	48	23	49
"ENSG00000115307"	1176	1444	1520	1217	1713
"ENSG00000237571"	0	0	4	0	0
"ENSG00000138363"	1599	1950	2169	1800	2432
"ENSG00000225166"	2	0	0	0	0
"ENSG00000228618"	0	0	0	0	0
"ENSG00000234938"	0	0	0	0	0
"ENSG00000227981"	0	0	0	0	0
"ENSG00000152253"	398	394	470	412	586
"ENSG00000152254"	2	2	1	4	0
"ENSG00000073734"	4	3	0	0	8
"ENSG00000235321"	0	0	0	0	0
"ENSG00000235995"	0	0	0	0	0
"ENSG00000081479"	547	599	600	575	873
"ENSG00000170396"	22	36	30	13	29
"ENSG00000237824"	0	0	0	0	0
"ENSG00000237666"	7	9	6	13	10
"ENSG00000232001"	0	0	0	1	0
"ENSG00000231505"	0	0	0	0	0
"ENSG00000214199"	39	30	60	34	53
"ENSG00000254126"	0	0	0	0	0
"ENSG00000223523"	2	3	2	4	5
"ENSG00000221502"	0	0	0	0	0
"ENSG00000283238"	0	0	0	0	0
"ENSG00000284180"	0	0	0	0	0
"ENSG00000163081"	6	24	7	17	7
"ENSG00000272564"	0	0	2	0	0
"ENSG00000287628"	0	0	0	0	0
"ENSG00000132300"	2151	2723	2757	2540	3471
"ENSG00000208772"	52	50	59	41	69
"ENSG00000200241"	17	6	10	4	5
"ENSG00000265420"	0	1	0	5	7
"ENSG00000132313"	645	802	794	627	940
"ENSG00000202537"	0	0	0	0	0
"ENSG00000251974"	0	0	0	0	0
"ENSG00000115548"	2273	2756	2719	2616	3549
"ENSG00000258984"	10	13	17	11	27
"ENSG00000251971"	20	17	0	2	2
"ENSG00000132330"	1086	1393	1301	1377	1841
"ENSG00000144488"	29	63	54	18	44
"ENSG00000168427"	2	0	0	4	0
"ENSG00000178752"	317	339	379	317	482
"ENSG00000132323"	443	567	571	427	621
"ENSG00000225057"	288	322	349	334	389
"ENSG00000144485"	65	94	105	78	122
"ENSG00000283635"	2	0	0	2	2
"ENSG00000232306"	0	0	0	0	0
"ENSG00000204104"	678	893	913	673	945
"ENSG00000279484"	8	10	6	0	0
"ENSG00000277986"	0	0	0	0	0
"ENSG00000284378"	0	0	0	0	0
"ENSG00000156973"	421	499	602	437	689
"ENSG00000237641"	8	2	3	5	8
"ENSG00000261096"	65	57	75	56	67
"ENSG00000260622"	0	0	0	0	0
"ENSG00000222246"	0	0	0	0	0
"ENSG00000163273"	65	88	82	56	72
"ENSG00000144535"	569	706	673	664	831
"ENSG00000227033"	5	10	7	20	12
"ENSG00000207626"	8	5	1	1	3
"ENSG00000251485"	25	18	24	22	20
"ENSG00000230122"	0	10	3	0	2
"ENSG00000275157"	0	0	0	0	0
"ENSG00000163283"	0	6	4	0	0
"ENSG00000224516"	0	0	0	0	0
"ENSG00000163286"	1	0	0	0	6
"ENSG00000204121"	0	0	2	0	0
"ENSG00000237087"	0	0	0	0	0
"ENSG00000223788"	0	0	0	0	0
"ENSG00000163295"	0	0	0	0	0
"ENSG00000171551"	32	25	59	25	57
"ENSG00000237412"	1	2	4	10	0
"ENSG00000135902"	20	26	19	32	38
"ENSG00000196811"	65	56	107	104	115
"ENSG00000271179"	0	0	0	0	0
"ENSG00000225594"	0	0	0	0	0
"ENSG00000227745"	0	0	0	0	0
"ENSG00000239108"	0	0	0	0	0
"ENSG00000202174"	0	0	0	0	0
"ENSG00000221288"	2	0	2	4	6
"ENSG00000233786"	232	306	347	278	310
"ENSG00000230803"	0	0	1	0	0
"ENSG00000230992"	0	0	0	0	0
"ENSG00000252705"	0	0	0	4	0
"ENSG00000232349"	0	0	0	0	0
"ENSG00000143952"	1251	1771	1674	1456	1679
"ENSG00000228079"	17	10	17	8	4
"ENSG00000197329"	560	637	744	680	875
"ENSG00000230923"	2	2	0	0	4
"ENSG00000270354"	0	0	0	0	0
"ENSG00000238012"	4	1	0	0	0
"ENSG00000238201"	0	0	0	0	0
"ENSG00000264297"	0	0	0	0	0
"ENSG00000283222"	0	0	0	0	0
"ENSG00000236148"	2	0	0	0	0
"ENSG00000251982"	0	0	0	0	0
"ENSG00000278004"	0	0	0	0	2
"ENSG00000224414"	22	26	5	31	25
"ENSG00000231035"	0	1	0	2	0
"ENSG00000275458"	0	0	0	0	0
"ENSG00000231672"	20	42	37	49	59
"ENSG00000232408"	0	0	0	0	0
"ENSG00000277668"	0	0	0	0	0
"ENSG00000251757"	0	0	0	0	0
"ENSG00000282944"	0	0	0	0	0
"ENSG00000223349"	0	0	0	0	0
"ENSG00000173302"	0	0	0	0	2
"ENSG00000229797"	0	0	0	0	0
"ENSG00000232503"	0	0	0	0	0
"ENSG00000284604"	0	0	0	0	0
"ENSG00000227817"	29	33	54	32	42
"ENSG00000284706"	0	0	0	0	0
"ENSG00000224425"	1	2	6	0	3
"ENSG00000283303"	0	2	11	0	2
"ENSG00000233285"	0	0	0	0	0
"ENSG00000227275"	0	0	0	0	0
"ENSG00000235080"	0	0	0	0	0
"ENSG00000231777"	0	0	0	0	4
"ENSG00000284003"	0	0	0	0	0
"ENSG00000283865"	2	0	0	0	0
"ENSG00000227661"	0	0	0	0	0
"ENSG00000236590"	0	0	0	0	0
"ENSG00000234480"	0	0	0	0	0
"ENSG00000237910"	0	2	0	0	0
"ENSG00000234939"	0	0	0	0	0
"ENSG00000234576"	0	0	0	0	0
"ENSG00000226831"	0	0	0	0	0
"ENSG00000276460"	0	0	0	0	0
"ENSG00000223631"	0	1	0	4	0
"ENSG00000284659"	0	0	2	0	0
"ENSG00000214077"	417	401	438	457	516
"ENSG00000217950"	411	441	533	427	609
"ENSG00000232742"	428	457	475	377	542
"ENSG00000273073"	10	19	15	14	13
"ENSG00000173272"	430	543	543	561	763
"ENSG00000075886"	75	96	135	97	102
"ENSG00000284149"	0	0	0	0	0
"ENSG00000163331"	0	0	0	0	0
"ENSG00000153165"	430	441	524	370	584
"ENSG00000138078"	2931	3604	3714	3269	4315
"ENSG00000144199"	262	325	297	331	405
"ENSG00000152256"	3992	5152	5354	5536	7253
"ENSG00000080293"	7	8	1	4	10
"ENSG00000244474"	0	0	0	0	0
"ENSG00000138449"	163	231	180	141	176
"ENSG00000144036"	1352	1667	1692	1308	1717
"ENSG00000135956"	895	1019	1003	705	1142
"ENSG00000168395"	784	955	1040	903	1183
"ENSG00000136698"	0	1	0	0	0
"ENSG00000007001"	6	7	11	5	9
"ENSG00000135903"	769	1019	1061	852	1075
"ENSG00000196862"	173	242	263	214	265
"ENSG00000238062"	20	42	17	28	43
"ENSG00000204128"	164	257	209	177	275
"ENSG00000261829"	4	6	9	2	3
"ENSG00000135914"	172	207	213	147	186
"ENSG00000201574"	6	12	5	4	3
"ENSG00000237039"	12	4	10	16	12
"ENSG00000263641"	4	4	0	0	0
"ENSG00000156966"	7	18	12	23	10
"ENSG00000172799"	55	99	100	95	115
"ENSG00000230047"	6	7	11	7	0
"ENSG00000233538"	20	38	66	32	44
"ENSG00000206885"	0	0	0	0	0
"ENSG00000207280"	0	0	0	0	0
"ENSG00000202400"	3	4	14	6	6
"ENSG00000283312"	32	32	44	63	67
"ENSG00000283491"	24	28	24	30	30
"ENSG00000223198"	2	2	6	10	3
"ENSG00000286942"	6	14	2	0	7
"ENSG00000171596"	29	40	20	20	32
"ENSG00000287049"	15	21	23	21	27
"ENSG00000142327"	313	350	352	335	448
"ENSG00000260942"	194	227	263	191	269
"ENSG00000142330"	370	506	473	415	566
"ENSG00000276949"	0	0	0	0	0
"ENSG00000185176"	0	0	7	0	2
"ENSG00000219159"	4	0	2	4	0
"ENSG00000274977"	0	0	0	0	0
"ENSG00000172482"	0	0	0	0	0
"ENSG00000172478"	0	0	0	0	0
"ENSG00000233392"	0	0	0	0	4
"ENSG00000223991"	0	0	0	2	2
"ENSG00000224490"	31	28	30	38	66
"ENSG00000238813"	0	0	0	0	0
"ENSG00000222376"	0	0	0	0	0
"ENSG00000135925"	7	0	0	0	0
"ENSG00000228135"	4	17	7	0	10
"ENSG00000200029"	0	0	7	6	2
"ENSG00000235024"	4	4	9	2	11
"ENSG00000224928"	6	0	3	2	4
"ENSG00000171450"	12	10	11	21	35
"ENSG00000236445"	2	3	0	0	0
"ENSG00000163497"	0	0	6	4	4
"ENSG00000163499"	3	0	1	0	8
"ENSG00000198973"	0	0	0	0	0
"ENSG00000224090"	0	0	0	0	0
"ENSG00000181378"	10	3	12	9	15
"ENSG00000163501"	0	4	9	5	3
"ENSG00000264755"	0	0	0	0	0
"ENSG00000286606"	13	14	15	16	25
"ENSG00000240317"	8	4	6	2	10
"ENSG00000213901"	24	33	19	4	18
"ENSG00000115649"	317	427	413	372	472
"ENSG00000144567"	546	753	596	494	703
"ENSG00000158552"	162	238	221	171	224
"ENSG00000287529"	14	16	16	18	6
"ENSG00000115657"	115	123	104	94	149
"ENSG00000284820"	22	8	14	14	11
"ENSG00000198925"	574	701	672	556	731
"ENSG00000163516"	895	1172	1275	1095	1503
"ENSG00000163521"	145	147	144	93	196
"ENSG00000115661"	297	318	417	359	382
"ENSG00000243910"	3	0	2	0	0
"ENSG00000054356"	8	9	3	2	0
