"DMSO_1"	"DMSO_2"	"DMSO_3"	"NCEG2_1"	"NCEG2_2"	"NCEG2_3"
"ENSG00000274426"	0	0	0	0	0	2
"ENSG00000277739"	50	443	316	73	322	328
"ENSG00000278047"	12	83	77	29	129	86
"ENSG00000280441"	63	54	57	58	87	58
"ENSG00000274725"	2	0	0	0	0	0
"ENSG00000277379"	2	0	0	2	0	0
"ENSG00000274868"	4	2	1	2	1	0
"ENSG00000276796"	5	4	9	1	11	7
"ENSG00000276322"	0	2	4	0	1	1
"ENSG00000277244"	0	0	0	0	0	0
"ENSG00000275215"	72	440	320	68	331	318
"ENSG00000275209"	204	298	464	622	1428	1384
"ENSG00000277105"	3	12	3	1	10	13
"ENSG00000275692"	0	2	0	0	0	0
"ENSG00000278775"	0	4	2	0	2	0
"ENSG00000276737"	25	37	49	35	72	77
"ENSG00000275783"	1	2	2	2	12	0
"ENSG00000274519"	0	2	0	2	0	0
"ENSG00000278189"	73	439	324	63	329	329
"ENSG00000276924"	13	75	76	27	135	87
"ENSG00000277644"	246	327	463	595	1343	1525
"ENSG00000274735"	122	562	479	205	575	586
"ENSG00000279990"	0	0	0	0	0	0
"ENSG00000279615"	0	0	0	0	0	0
"ENSG00000279167"	0	0	0	0	0	0
"ENSG00000279579"	4	0	6	0	6	5
"ENSG00000238411"	0	0	0	0	2	0
"ENSG00000279213"	2	0	6	0	0	2
"ENSG00000280243"	17	17	15	8	26	16
"ENSG00000278931"	22	15	20	11	32	33
"ENSG00000264462"	6	7	6	5	10	11
"ENSG00000264063"	0	0	0	4	1	11
"ENSG00000279501"	20	22	40	67	83	54
"ENSG00000279414"	10	12	5	3	6	6
"ENSG00000280436"	6	2	8	10	4	6
"ENSG00000188681"	291	245	275	140	193	162
"ENSG00000279720"	21	20	17	6	20	22
"ENSG00000279381"	6	26	12	9	4	11
"ENSG00000239179"	4	6	10	8	7	7
"ENSG00000239107"	9	8	4	2	2	5
"ENSG00000278932"	150	162	177	146	172	128
"ENSG00000279718"	40	19	30	20	20	34
"ENSG00000279208"	24	13	14	5	22	10
"ENSG00000277827"	0	0	0	0	0	0
"ENSG00000279864"	0	0	0	0	0	0
"ENSG00000279211"	0	0	0	0	0	0
"ENSG00000275631"	0	0	0	0	0	0
"ENSG00000280081"	0	0	0	0	0	0
"ENSG00000280075"	0	0	0	0	0	0
"ENSG00000279783"	0	0	0	0	0	0
"ENSG00000264002"	0	0	0	2	0	0
"ENSG00000252199"	0	0	0	0	0	0
"ENSG00000279321"	0	0	0	0	0	0
"ENSG00000270533"	23	23	24	33	29	30
"ENSG00000280372"	0	0	0	0	0	0
"ENSG00000279851"	0	0	2	0	2	0
"ENSG00000279062"	3	0	0	2	0	0
"ENSG00000277693"	78	102	65	42	58	56
"ENSG00000275945"	62	61	56	37	48	27
"ENSG00000275592"	0	0	0	0	0	0
"ENSG00000278106"	0	0	0	0	0	0
"ENSG00000187172"	6	4	3	1	0	1
"ENSG00000277137"	0	0	0	0	0	0
"ENSG00000273840"	0	0	0	0	0	0
"ENSG00000274391"	81	83	90	67	98	88
"ENSG00000278678"	2	6	5	10	2	11
"ENSG00000273872"	52	41	38	22	36	26
"ENSG00000276556"	0	0	0	0	0	2
"ENSG00000277282"	0	0	0	0	0	0
"ENSG00000229306"	0	0	0	0	0	0
"ENSG00000224309"	0	1	0	0	0	0
"ENSG00000207097"	0	0	0	0	0	0
"ENSG00000168122"	2	6	0	3	2	2
"ENSG00000237202"	0	0	0	0	0	0
"ENSG00000280108"	0	0	0	0	0	0
"ENSG00000185390"	0	0	0	2	0	0
"ENSG00000175302"	0	0	2	0	4	2
"ENSG00000266211"	0	0	0	0	0	0
"ENSG00000226930"	0	2	0	0	2	0
"ENSG00000219280"	0	0	0	0	0	0
"ENSG00000228184"	79	89	68	65	53	76
"ENSG00000179381"	0	0	0	0	0	0
"ENSG00000228159"	0	0	0	0	0	0
"ENSG00000218549"	0	0	0	0	0	0
"ENSG00000166351"	0	0	0	0	0	0
"ENSG00000207476"	0	0	0	0	0	0
"ENSG00000266299"	0	0	0	0	0	0
"ENSG00000278381"	0	0	0	0	0	0
"ENSG00000227874"	0	0	0	0	0	0
"ENSG00000214319"	0	6	2	0	8	0
"ENSG00000279773"	0	0	0	0	0	0
"ENSG00000273692"	0	0	0	0	0	0
"ENSG00000278618"	0	0	0	0	0	0
"ENSG00000229231"	0	0	2	0	0	0
"ENSG00000224922"	0	0	0	0	0	0
"ENSG00000173231"	50	23	37	28	39	31
"ENSG00000232797"	2	4	0	6	0	6
"ENSG00000224860"	237	218	235	139	182	170
"ENSG00000215562"	21	26	33	29	25	32
"ENSG00000234538"	0	0	0	0	0	0
"ENSG00000228314"	12	4	6	6	3	0
"ENSG00000230965"	0	0	4	0	0	0
"ENSG00000215559"	42	36	46	16	15	25
"ENSG00000203616"	49	46	33	50	41	44
"ENSG00000223287"	0	0	0	0	0	0
"ENSG00000266838"	0	0	0	0	0	0
"ENSG00000183249"	0	0	0	0	4	0
"ENSG00000233442"	1	1	5	2	2	0
"ENSG00000275170"	0	2	0	0	0	0
"ENSG00000224905"	23	33	27	25	25	23
"ENSG00000249493"	9	22	24	12	10	14
"ENSG00000201812"	2	0	0	3	2	0
"ENSG00000277572"	0	0	2	0	1	2
"ENSG00000188992"	28	21	19	6	27	18
"ENSG00000240755"	0	0	0	0	0	0
"ENSG00000185272"	163	129	196	127	178	137
"ENSG00000243064"	0	0	0	0	0	0
"ENSG00000155304"	4789	4349	4577	3040	3702	3250
"ENSG00000155307"	2	0	3	2	0	0
"ENSG00000223662"	0	0	0	2	0	0
"ENSG00000243440"	0	0	0	0	0	0
"ENSG00000232884"	0	0	0	0	0	0
"ENSG00000228600"	230	250	283	215	274	223
"ENSG00000226751"	0	0	0	0	0	0
"ENSG00000225502"	0	0	0	0	1	0
"ENSG00000235609"	149	124	106	55	76	65
"ENSG00000226406"	2	1	0	0	2	0
"ENSG00000235277"	0	0	0	0	0	2
"ENSG00000180530"	1577	1260	1492	1314	1661	1400
"ENSG00000229047"	0	0	0	0	0	0
"ENSG00000231201"	0	0	0	0	3	2
"ENSG00000279390"	8	4	6	10	5	7
"ENSG00000236471"	4	0	0	1	2	1
"ENSG00000280082"	0	0	0	0	0	0
"ENSG00000229425"	0	0	0	0	0	0
"ENSG00000224524"	0	0	0	0	0	0
"ENSG00000224247"	0	0	0	0	0	0
"ENSG00000212564"	0	0	0	0	0	0
"ENSG00000221497"	0	0	0	0	0	0
"ENSG00000226298"	0	0	0	0	0	0
"ENSG00000155313"	1262	1117	1125	896	1230	1124
"ENSG00000234159"	0	0	0	0	0	0
"ENSG00000252273"	0	0	0	0	0	0
"ENSG00000215386"	13	8	10	6	6	4
"ENSG00000214976"	0	0	0	0	0	0
"ENSG00000224602"	0	0	0	0	0	0
"ENSG00000201025"	1	0	0	0	0	0
"ENSG00000270071"	0	0	0	2	0	0
"ENSG00000270139"	0	0	0	0	0	0
"ENSG00000280432"	0	0	0	0	0	0
"ENSG00000207638"	0	0	0	0	0	0
"ENSG00000199030"	0	0	0	0	0	0
"ENSG00000269950"	1	0	0	0	0	0
"ENSG00000207863"	0	0	0	0	0	2
"ENSG00000228798"	0	0	0	0	1	0
"ENSG00000270093"	4	0	0	0	0	0
"ENSG00000239023"	0	0	0	0	0	0
"ENSG00000237735"	0	0	0	0	0	0
"ENSG00000232886"	0	0	0	0	0	0
"ENSG00000225735"	0	0	0	0	0	0
"ENSG00000278181"	0	0	0	0	0	0
"ENSG00000252462"	0	0	0	0	0	0
"ENSG00000232560"	0	0	0	0	0	0
"ENSG00000226580"	9	3	6	11	5	6
"ENSG00000266195"	0	0	0	0	0	0
"ENSG00000154639"	952	958	978	809	881	832
"ENSG00000232260"	41	44	62	47	51	48
"ENSG00000200754"	0	0	0	0	0	0
"ENSG00000199962"	2	0	0	0	0	1
"ENSG00000154640"	1113	974	1086	965	1227	1135
"ENSG00000226956"	0	0	0	0	0	0
"ENSG00000279648"	0	0	0	0	0	0
"ENSG00000240770"	0	0	0	0	2	2
"ENSG00000154642"	796	595	577	463	523	414
"ENSG00000244676"	4	2	0	0	0	4
"ENSG00000231755"	0	0	0	0	0	0
"ENSG00000221335"	0	0	2	0	0	2
"ENSG00000215369"	0	0	0	0	4	0
"ENSG00000154645"	3	8	9	11	7	5
"ENSG00000227330"	0	2	0	0	0	0
"ENSG00000154646"	54	50	39	30	28	44
"ENSG00000228708"	1	0	1	2	0	2
"ENSG00000224141"	16	8	14	3	16	6
"ENSG00000230233"	0	0	0	0	0	0
"ENSG00000265841"	0	0	0	0	0	0
"ENSG00000221041"	0	0	0	0	0	0
"ENSG00000198618"	62327	62320	65129	60979	76022	69059
"ENSG00000279156"	0	0	0	0	0	0
"ENSG00000232193"	0	0	0	0	0	0
"ENSG00000226204"	0	0	0	0	0	0
"ENSG00000235965"	0	0	0	0	0	0
"ENSG00000229289"	0	0	0	0	0	0
"ENSG00000226818"	448	374	377	284	317	373
"ENSG00000231620"	0	0	0	0	0	0
"ENSG00000212609"	0	0	0	0	0	0
"ENSG00000230198"	0	0	0	0	0	0
"ENSG00000271486"	0	0	0	0	0	0
"ENSG00000229336"	120	97	110	103	120	124
"ENSG00000215353"	3	3	1	2	0	4
"ENSG00000233480"	0	0	0	0	0	0
"ENSG00000233236"	2	0	0	0	0	0
"ENSG00000251851"	0	0	0	0	0	0
"ENSG00000252963"	0	0	0	0	0	0
"ENSG00000233676"	37	23	48	42	61	55
"ENSG00000234439"	0	2	3	6	10	3
"ENSG00000233206"	0	0	0	0	0	0
"ENSG00000276738"	0	0	0	0	0	0
"ENSG00000224924"	0	0	0	0	0	0
"ENSG00000215351"	0	0	0	3	0	0
"ENSG00000154654"	0	2	0	0	2	1
"ENSG00000226771"	0	0	0	0	0	0
"ENSG00000221210"	0	0	0	0	0	0
"ENSG00000234730"	0	0	0	0	0	0
"ENSG00000237527"	0	0	0	0	0	0
"ENSG00000238265"	0	0	0	0	0	0
"ENSG00000233997"	0	0	0	0	0	0
"ENSG00000227075"	0	0	0	0	0	0
"ENSG00000233215"	0	0	0	0	0	0
"ENSG00000184856"	0	0	0	0	0	0
"ENSG00000234340"	0	0	0	0	0	0
"ENSG00000231136"	0	0	0	0	0	0
"ENSG00000202339"	0	0	0	0	0	0
"ENSG00000226043"	0	1	0	0	0	0
"ENSG00000223488"	6	6	15	8	11	12
"ENSG00000234034"	0	0	0	0	0	0
"ENSG00000225906"	0	0	0	0	0	0
"ENSG00000230972"	0	0	0	0	0	0
"ENSG00000275469"	0	0	0	0	0	0
"ENSG00000219368"	0	0	0	0	0	0
"ENSG00000231058"	21	21	38	23	15	19
"ENSG00000223078"	0	0	0	0	0	0
"ENSG00000228592"	0	0	0	0	0	0
"ENSG00000223822"	2	1	2	3	3	6
"ENSG00000237569"	0	0	0	0	0	0
"ENSG00000199698"	0	0	0	0	0	0
"ENSG00000227716"	0	0	0	0	0	0
"ENSG00000277305"	0	0	0	0	0	0
"ENSG00000231986"	0	0	0	0	0	0
"ENSG00000235564"	0	0	0	0	0	0
"ENSG00000226996"	0	0	0	0	0	0
"ENSG00000224018"	0	0	0	0	0	0
"ENSG00000224832"	0	0	0	0	0	0
"ENSG00000237484"	0	2	0	0	0	0
"ENSG00000226983"	0	0	0	0	0	0
"ENSG00000227090"	0	0	0	0	0	0
"ENSG00000230379"	0	0	0	0	0	0
"ENSG00000237444"	0	0	0	0	0	0
"ENSG00000244278"	0	0	0	0	0	0
"ENSG00000232512"	0	0	0	0	0	0
"ENSG00000274662"	0	0	0	0	0	0
"ENSG00000223870"	2	0	2	0	0	0
"ENSG00000222042"	0	0	0	0	0	0
"ENSG00000238627"	0	0	0	0	0	0
"ENSG00000238660"	0	0	0	0	0	0
"ENSG00000213885"	3316	2944	3090	2853	3444	2975
"ENSG00000279534"	0	0	0	0	0	0
"ENSG00000185433"	2	0	1	0	2	0
"ENSG00000275053"	0	0	0	0	0	0
"ENSG00000229962"	0	4	0	0	0	0
"ENSG00000234883"	10	2	12	9	9	2
"ENSG00000275402"	0	0	0	0	0	0
"ENSG00000260583"	4	4	4	6	4	2
"ENSG00000154719"	363	320	365	362	419	358
"ENSG00000154721"	521	446	543	383	402	459
"ENSG00000237731"	2	2	4	2	2	2
"ENSG00000277686"	0	0	0	0	0	0
"ENSG00000227054"	2	0	0	6	0	2
"ENSG00000154723"	1121	1224	1252	1044	1307	1208
"ENSG00000154727"	1875	1699	1856	1375	1776	1566
"ENSG00000235514"	0	0	0	0	0	0
"ENSG00000142192"	15214	14445	14368	11594	14493	13420
"ENSG00000233783"	3	5	2	7	0	0
"ENSG00000251972"	1	0	0	0	0	0
"ENSG00000224541"	0	6	0	0	0	4
"ENSG00000273492"	0	6	9	1	2	0
"ENSG00000206802"	0	0	0	0	0	0
"ENSG00000229025"	0	0	0	0	0	0
"ENSG00000232692"	50	46	86	30	44	47
"ENSG00000197934"	31	14	18	12	22	26
"ENSG00000273115"	2	0	2	4	2	0
"ENSG00000166265"	9	8	13	6	6	6
"ENSG00000154734"	80	46	80	50	50	76
"ENSG00000223563"	0	0	0	0	0	0
"ENSG00000154736"	0	0	0	0	0	0
"ENSG00000266133"	0	0	0	0	0	0
"ENSG00000215326"	0	0	2	0	0	0
"ENSG00000231236"	6	6	6	8	2	0
"ENSG00000236332"	0	0	2	0	0	0
"ENSG00000233300"	2	0	1	2	3	0
"ENSG00000217026"	10	14	11	3	13	25
"ENSG00000219592"	0	0	0	0	0	0
"ENSG00000234052"	0	0	2	0	0	0
"ENSG00000225298"	0	2	4	0	0	2
"ENSG00000234083"	0	0	2	0	1	0
"ENSG00000178457"	2	2	4	2	6	0
"ENSG00000232079"	16	22	12	19	14	9
"ENSG00000236532"	24	12	16	16	10	13
"ENSG00000232855"	0	4	0	0	0	1
"ENSG00000226935"	0	0	0	0	0	0
"ENSG00000251894"	0	0	0	0	0	0
"ENSG00000156239"	294	230	186	166	227	169
"ENSG00000215005"	1	4	7	10	6	9
"ENSG00000215317"	93	118	103	105	99	78
"ENSG00000198862"	2746	2751	2749	2361	3055	2591
"ENSG00000176054"	21	22	22	21	19	21
"ENSG00000156253"	956	774	868	717	897	752
"ENSG00000273254"	2	0	7	13	8	4
"ENSG00000156256"	1675	1724	1703	1414	1950	1667
"ENSG00000156261"	2418	2442	2516	2672	3270	2901
"ENSG00000231125"	27	29	35	20	19	60
"ENSG00000156265"	352	356	342	380	442	411
"ENSG00000232687"	17	13	15	8	7	6
"ENSG00000201984"	0	0	0	0	0	0
"ENSG00000212479"	0	0	0	0	0	0
"ENSG00000224649"	8	0	0	4	0	0
"ENSG00000215533"	154	145	119	125	128	113
"ENSG00000156273"	3085	2965	3039	2406	3086	2848
"ENSG00000236056"	52	59	45	45	39	35
"ENSG00000248476"	23	20	18	13	25	19
"ENSG00000273017"	5	4	8	10	12	12
"ENSG00000232118"	8	9	3	6	6	3
"ENSG00000228817"	3	9	0	2	6	8
"ENSG00000234293"	2	0	0	4	0	0
"ENSG00000171189"	14	9	22	11	39	19
"ENSG00000273464"	0	0	2	2	2	2
"ENSG00000174680"	3	0	0	0	4	0
"ENSG00000259981"	0	0	0	0	0	0
"ENSG00000156282"	0	0	0	0	0	0
"ENSG00000227342"	0	0	0	0	0	0
"ENSG00000156284"	0	0	0	0	0	0
"ENSG00000225267"	1617	1658	1753	1602	1894	1502
"ENSG00000188694"	0	0	0	0	0	0
"ENSG00000232263"	0	0	0	0	0	0
"ENSG00000197683"	0	0	0	0	0	0
"ENSG00000206107"	0	0	0	0	0	0
"ENSG00000182816"	0	0	0	0	0	0
"ENSG00000186980"	0	0	0	0	0	0
"ENSG00000250973"	0	0	0	0	0	0
"ENSG00000265007"	0	0	0	0	0	0
"ENSG00000198390"	0	0	0	0	0	0
"ENSG00000240432"	0	0	0	0	0	0
"ENSG00000186971"	0	0	0	0	0	0
"ENSG00000233640"	0	0	0	0	0	0
"ENSG00000186970"	0	0	0	0	0	0
"ENSG00000184351"	0	0	0	0	0	0
"ENSG00000244025"	0	0	0	0	0	0
"ENSG00000186965"	0	0	0	0	0	0
"ENSG00000186967"	0	0	0	0	0	0
"ENSG00000186977"	0	0	0	0	0	0
"ENSG00000237841"	0	0	0	0	0	0
"ENSG00000235312"	0	0	0	0	0	0
"ENSG00000218125"	0	0	0	0	0	0
"ENSG00000236612"	0	0	0	0	0	0
"ENSG00000186925"	0	0	0	0	0	0
"ENSG00000244362"	0	0	0	0	0	0
"ENSG00000206106"	0	0	0	0	0	0
"ENSG00000212938"	0	0	0	0	0	0
"ENSG00000186930"	0	0	0	0	0	0
"ENSG00000186924"	0	0	0	0	0	0
"ENSG00000184724"	0	0	0	0	0	0
"ENSG00000244624"	0	0	0	0	0	0
"ENSG00000206105"	0	0	0	0	0	0
"ENSG00000184032"	0	0	0	0	0	0
"ENSG00000206104"	0	0	0	0	0	0
"ENSG00000231068"	0	0	0	0	0	0
"ENSG00000236400"	0	0	0	0	0	0
"ENSG00000187026"	0	0	0	0	0	0
"ENSG00000187005"	0	0	0	0	0	0
"ENSG00000238257"	0	0	0	0	0	0
"ENSG00000233036"	0	0	0	0	0	0
"ENSG00000227840"	0	0	0	0	0	0
"ENSG00000183640"	0	0	0	0	0	0
"ENSG00000274749"	0	0	0	0	0	0
"ENSG00000182591"	0	0	0	0	0	0
"ENSG00000206102"	0	0	0	0	0	0
"ENSG00000228941"	946	972	911	791	1055	909
"ENSG00000156299"	1769	1657	1812	1544	1813	1822
"ENSG00000237325"	85	41	47	31	59	64
"ENSG00000237594"	28	22	9	15	21	40
"ENSG00000230870"	2177	2049	1825	1457	1728	1795
"ENSG00000234509"	27	15	17	20	11	15
"ENSG00000142168"	3250	3151	3255	2880	3410	3065
"ENSG00000238390"	22	5	21	12	11	3
"ENSG00000273271"	38	34	65	40	26	65
"ENSG00000156304"	1916	1875	1975	1706	2187	2024
"ENSG00000229046"	2	4	0	0	4	0
"ENSG00000273091"	2	2	1	0	2	0
"ENSG00000234107"	10	10	2	3	9	4
"ENSG00000142149"	0	1	0	0	2	0
"ENSG00000237138"	0	0	0	0	0	0
"ENSG00000230323"	0	0	0	0	0	0
"ENSG00000264055"	0	0	0	0	0	0
"ENSG00000261610"	0	0	2	0	0	0
"ENSG00000159055"	684	698	758	737	893	877
"ENSG00000227256"	14	24	6	15	19	19
"ENSG00000170262"	1	5	0	2	2	3
"ENSG00000232623"	5	8	3	4	0	4
"ENSG00000142207"	1810	1419	1621	1462	1721	1695
"ENSG00000200792"	0	2	4	3	0	2
"ENSG00000256073"	277	227	271	224	324	281
"ENSG00000166979"	0	1	3	0	4	5
"ENSG00000229007"	369	354	404	328	465	370
"ENSG00000252045"	0	0	0	0	0	0
"ENSG00000252950"	0	0	4	2	0	0
"ENSG00000186842"	2	0	0	2	0	0
"ENSG00000242220"	0	6	4	0	8	2
"ENSG00000265590"	0	0	0	0	0	0
"ENSG00000159079"	423	322	384	344	430	417
"ENSG00000228433"	0	0	0	0	0	0
"ENSG00000238220"	0	0	0	0	0	0
"ENSG00000159082"	1009	824	924	685	814	715
"ENSG00000238197"	114	78	100	58	88	78
"ENSG00000273662"	0	0	2	0	0	2
"ENSG00000159086"	2473	2265	2368	1791	2511	2151
"ENSG00000205930"	97	76	82	75	68	90
"ENSG00000279690"	0	0	0	1	0	0
"ENSG00000205929"	16	8	21	20	17	7
"ENSG00000224427"	4	8	8	2	0	2
"ENSG00000207098"	0	0	1	2	0	0
"ENSG00000232360"	0	0	0	0	0	0
"ENSG00000227757"	0	0	0	0	0	0
"ENSG00000228961"	0	0	0	0	0	5
"ENSG00000205927"	153	128	127	83	101	127
"ENSG00000232539"	0	0	0	0	0	0
"ENSG00000184221"	0	0	2	0	0	6
"ENSG00000226527"	0	0	0	0	0	0
"ENSG00000226433"	0	0	0	0	0	0
"ENSG00000229086"	0	0	0	0	0	0
"ENSG00000159110"	578	587	626	541	582	530
"ENSG00000249624"	0	0	0	0	0	0
"ENSG00000223799"	14	8	13	11	10	4
"ENSG00000243646"	925	865	991	620	805	808
"ENSG00000272659"	1	0	5	0	5	8
"ENSG00000142166"	2562	2344	2461	1874	2196	1896
"ENSG00000226501"	50	67	77	79	72	70
"ENSG00000159128"	1665	1487	1656	1366	1508	1555
"ENSG00000142188"	1182	996	1079	629	754	775
"ENSG00000215088"	34	16	25	31	36	22
"ENSG00000231355"	0	1	0	0	1	0
"ENSG00000177692"	129	157	144	94	135	122
"ENSG00000159131"	3712	3146	3367	3184	4235	3590
"ENSG00000233956"	17	0	4	1	4	0
"ENSG00000159140"	18201	16769	16950	12645	15432	14615
"ENSG00000275224"	0	0	0	0	0	0
"ENSG00000159147"	1259	1154	1290	1041	1426	1294
"ENSG00000249209"	0	0	0	0	0	0
"ENSG00000205758"	795	679	706	577	663	643
"ENSG00000205726"	2617	2464	2554	2225	2941	2666
"ENSG00000241837"	612	626	607	590	739	710
"ENSG00000237945"	996	841	916	817	915	828
"ENSG00000244294"	0	0	0	0	0	0
"ENSG00000273102"	39	32	38	34	41	27
"ENSG00000243927"	1205	1056	1310	1310	1523	1365
"ENSG00000198743"	3010	2820	2767	2813	3280	3162
"ENSG00000272657"	0	0	0	2	0	1
"ENSG00000224598"	51	52	42	50	69	44
"ENSG00000227456"	5	14	14	13	12	12
"ENSG00000214955"	2	2	2	2	0	2
"ENSG00000159197"	10	10	8	1	4	8
"ENSG00000225555"	0	0	0	0	0	1
"ENSG00000205670"	256	265	257	188	258	238
"ENSG00000222018"	26	15	30	18	15	11
"ENSG00000273104"	0	0	2	0	0	2
"ENSG00000243627"	0	0	0	0	0	0
"ENSG00000272958"	0	0	0	0	0	0
"ENSG00000180509"	5	0	2	0	2	0
"ENSG00000221398"	0	0	0	0	0	0
"ENSG00000159200"	727	592	674	543	698	643
"ENSG00000159212"	0	0	0	0	0	0
"ENSG00000230978"	0	0	0	0	0	0
"ENSG00000234380"	7	5	11	0	2	10
"ENSG00000159216"	2470	2154	2292	2465	2881	2756
"ENSG00000234703"	2	4	0	2	6	2
"ENSG00000223671"	0	0	0	0	0	0
"ENSG00000231300"	400	363	390	326	496	484
"ENSG00000230794"	0	0	0	0	0	0
"ENSG00000211590"	0	0	0	0	0	0
"ENSG00000229761"	0	0	0	1	0	0
"ENSG00000234008"	0	1	0	0	0	0
"ENSG00000280170"	2	3	2	2	4	2
"ENSG00000231106"	0	0	2	0	0	4
"ENSG00000214914"	3	3	5	3	2	4
"ENSG00000185917"	633	574	635	568	640	638
"ENSG00000189089"	659	636	626	514	684	606
"ENSG00000236677"	1	0	0	0	0	0
"ENSG00000200213"	0	0	0	0	0	0
"ENSG00000230212"	4	2	4	2	5	6
"ENSG00000159228"	2359	2056	2304	1924	2189	2098
"ENSG00000236119"	0	0	0	0	0	0
"ENSG00000233393"	0	0	0	0	0	0
"ENSG00000226054"	1296	1105	1268	1035	1412	1310
"ENSG00000236830"	83	84	98	76	79	84
"ENSG00000214889"	0	0	0	0	0	0
"ENSG00000159231"	47	50	53	33	75	72
"ENSG00000142197"	1006	844	870	695	876	878
"ENSG00000228149"	11	13	5	7	19	12
"ENSG00000214867"	406	341	411	351	422	458
"ENSG00000273199"	8	15	16	10	1	8
"ENSG00000159256"	1231	1155	1085	825	963	916
"ENSG00000228107"	7	4	7	7	5	10
"ENSG00000159259"	631	607	714	687	904	840
"ENSG00000224421"	0	3	0	2	0	4
"ENSG00000230479"	80	86	95	77	114	102
"ENSG00000233818"	77	73	80	87	115	101
"ENSG00000159261"	19	27	19	20	30	23
"ENSG00000279365"	14	18	23	10	12	7
"ENSG00000223741"	0	0	0	0	0	0
"ENSG00000231324"	2	0	6	0	0	0
"ENSG00000224269"	0	0	0	0	0	0
"ENSG00000159263"	34	35	26	33	15	22
"ENSG00000159267"	1014	784	915	562	679	552
"ENSG00000237646"	0	3	0	0	2	0
"ENSG00000199806"	0	0	0	0	2	2
"ENSG00000270652"	0	0	0	0	0	0
"ENSG00000224790"	9	23	14	20	11	7
"ENSG00000207416"	0	0	0	0	0	0
"ENSG00000215734"	228	155	190	168	234	207
"ENSG00000183145"	0	0	2	0	0	0
"ENSG00000212136"	2	0	2	0	1	0
"ENSG00000185808"	429	445	424	374	469	397
"ENSG00000182670"	6717	6350	6257	4461	5404	5269
"ENSG00000270116"	10	14	17	6	11	18
"ENSG00000228677"	6	2	8	4	3	3
"ENSG00000230366"	24	16	19	16	12	17
"ENSG00000263969"	0	9	0	0	0	2
"ENSG00000242553"	40	44	56	30	42	22
"ENSG00000157538"	2687	2527	2558	2023	2568	2353
"ENSG00000272948"	14	20	35	8	26	18
"ENSG00000273210"	4	5	0	5	8	2
"ENSG00000157540"	2358	2305	2301	1879	2323	2287
"ENSG00000157542"	9	32	19	12	18	8
"ENSG00000233213"	0	0	0	0	0	0
"ENSG00000184029"	91	88	115	68	79	58
"ENSG00000223608"	8	8	20	22	11	11
"ENSG00000198054"	258	238	272	221	273	215
"ENSG00000157551"	7	15	10	11	11	17
"ENSG00000270835"	11	2	8	3	2	2
"ENSG00000233316"	14	6	8	17	6	5
"ENSG00000226012"	2	2	2	0	1	0
"ENSG00000231123"	95	109	106	80	80	88
"ENSG00000231231"	0	0	0	0	0	0
"ENSG00000157554"	0	0	0	0	0	0
"ENSG00000231480"	0	0	0	4	2	1
"ENSG00000223806"	0	0	0	0	0	0
"ENSG00000157557"	413	339	354	330	404	370
"ENSG00000229986"	0	0	0	0	0	0
"ENSG00000205622"	0	0	0	0	0	0
"ENSG00000229925"	0	0	0	0	0	0
"ENSG00000272015"	0	0	0	0	0	0
"ENSG00000227721"	0	0	0	0	0	0
"ENSG00000232837"	0	0	0	0	0	0
"ENSG00000235888"	0	0	0	0	0	0
"ENSG00000237721"	0	0	0	0	0	0
"ENSG00000237609"	0	0	0	0	0	0
"ENSG00000228861"	0	0	0	0	2	0
"ENSG00000235701"	9	1	8	6	9	4
"ENSG00000276873"	0	0	0	0	0	0
"ENSG00000183527"	766	752	777	738	934	841
"ENSG00000185658"	3759	3368	3353	2687	3414	3084
"ENSG00000272991"	0	0	0	0	0	0
"ENSG00000232608"	59	38	29	56	56	53
"ENSG00000237373"	1	0	2	5	0	2
"ENSG00000229623"	12	15	12	9	21	6
"ENSG00000255568"	10	10	19	10	20	10
"ENSG00000238141"	9	8	4	7	0	6
"ENSG00000205581"	5886	5520	5476	5199	6511	5600
"ENSG00000252915"	6	4	6	7	3	2
"ENSG00000227406"	0	0	0	0	0	0
"ENSG00000182093"	1669	1415	1659	1225	1492	1389
"ENSG00000157578"	201	156	170	134	140	151
"ENSG00000185437"	96	132	85	73	109	101
"ENSG00000275523"	0	0	0	0	0	0
"ENSG00000235808"	264	269	259	213	294	194
"ENSG00000228349"	1	0	0	0	0	2
"ENSG00000235012"	0	0	0	0	0	0
"ENSG00000183778"	4	0	0	0	0	0
"ENSG00000184809"	0	0	0	0	0	0
"ENSG00000225330"	0	0	0	0	0	0
"ENSG00000231713"	0	0	0	0	0	0
"ENSG00000183067"	0	0	0	0	0	0
"ENSG00000183036"	0	0	0	0	0	0
"ENSG00000171587"	0	0	0	0	0	0
"ENSG00000263973"	0	0	0	0	0	0
"ENSG00000235123"	0	0	0	0	0	0
"ENSG00000207147"	0	0	0	0	0	0
"ENSG00000233756"	0	0	0	0	0	0
"ENSG00000230859"	0	0	0	0	0	0
"ENSG00000226496"	0	0	0	0	0	0
"ENSG00000263681"	0	0	0	0	0	0
"ENSG00000182240"	0	0	0	0	0	0
"ENSG00000280109"	0	0	0	0	0	0
"ENSG00000225745"	0	0	0	0	0	0
"ENSG00000224388"	0	0	0	0	0	0
"ENSG00000183844"	0	0	0	0	0	0
"ENSG00000183486"	0	0	0	0	2	0
"ENSG00000157601"	12	10	25	18	11	9
