ensgene_id	NCEG2_1	NCEG2_2	NCEG2_3	DMSO_1	DMSO_2
"ENSG00000285619"	36	39	43	31	39
"ENSG00000136514"	2	4	2	5	3
"ENSG00000285938"	9	1	6	4	2
"ENSG00000243944"	3	10	8	15	5
"ENSG00000244503"	0	0	4	0	0
"ENSG00000241313"	4	3	18	0	10
"ENSG00000225742"	6	2	0	6	8
"ENSG00000144730"	855	809	914	830	1065
"ENSG00000138246"	1928	1804	2067	1810	2437
"ENSG00000244327"	46	36	51	36	37
"ENSG00000241101"	2	2	3	0	4
"ENSG00000275163"	0	0	0	0	0
"ENSG00000241671"	114	91	85	100	166
"ENSG00000236297"	2	0	4	0	0
"ENSG00000242017"	53	29	40	30	58
"ENSG00000223986"	2	0	0	0	0
"ENSG00000113924"	1	4	6	9	7
"ENSG00000242536"	0	0	0	0	1
"ENSG00000230115"	0	1	0	0	0
"ENSG00000163389"	982	872	1073	936	1295
"ENSG00000179170"	0	2	0	0	1
"ENSG00000155890"	0	0	4	0	0
"ENSG00000058866"	2	8	8	6	15
"ENSG00000172578"	0	0	0	0	6
"ENSG00000241231"	5	12	8	4	10
"ENSG00000271413"	0	0	0	0	0
"ENSG00000230454"	143	136	134	118	187
"ENSG00000260234"	0	0	0	0	1
"ENSG00000228308"	3	0	0	8	0
"ENSG00000230215"	0	0	0	0	0
"ENSG00000240875"	49	14	28	21	22
"ENSG00000241947"	1	6	10	16	25
"ENSG00000239926"	16	6	15	6	25
"ENSG00000174912"	183	173	177	125	196
"ENSG00000163638"	459	473	452	324	340
"ENSG00000234594"	0	0	0	0	0
"ENSG00000176597"	571	624	642	435	694
"ENSG00000240048"	1070	975	1106	917	1273
"ENSG00000234805"	0	2	0	0	0
"ENSG00000173905"	1151	946	1005	961	1220
"ENSG00000229863"	1	2	8	4	8
"ENSG00000235897"	16	5	21	4	22
"ENSG00000244265"	58	42	42	25	43
"ENSG00000240596"	0	0	0	0	0
"ENSG00000238031"	0	0	0	0	0
"ENSG00000230077"	591	522	623	459	711
"ENSG00000152492"	1444	1535	1569	1194	1631
"ENSG00000114315"	753	633	801	591	957
"ENSG00000175066"	2652	2354	2718	2493	3248
"ENSG00000213123"	35	35	37	36	48
"ENSG00000286086"	7	1	18	26	3
"ENSG00000113790"	285	291	258	225	304
"ENSG00000241770"	1	1	0	2	2
"ENSG00000261826"	2	0	0	0	0
"ENSG00000286624"	0	0	0	2	0
"ENSG00000198491"	0	0	0	0	0
"ENSG00000240541"	0	0	0	0	0
"ENSG00000163959"	94	82	75	60	87
"ENSG00000280270"	6	8	11	9	5
"ENSG00000236489"	24	22	37	12	8
"ENSG00000239381"	0	1	2	4	2
"ENSG00000145191"	524	459	581	474	697
"ENSG00000051382"	1047	927	969	981	1289
"ENSG00000228271"	2	0	4	0	2
"ENSG00000235126"	0	0	0	0	0
"ENSG00000144736"	1175	1006	1213	1068	1460
"ENSG00000214146"	13	0	10	2	2
"ENSG00000198471"	0	0	0	0	0
"ENSG00000233308"	1	1	5	6	4
"ENSG00000230401"	0	0	0	0	0
"ENSG00000276407"	2	1	0	0	2
"ENSG00000244541"	8	2	2	4	2
"ENSG00000228952"	0	2	2	2	4
"ENSG00000161217"	858	707	903	742	1031
"ENSG00000243861"	0	0	0	0	0
"ENSG00000233987"	0	0	0	0	0
"ENSG00000232874"	2	4	2	6	0
"ENSG00000186001"	1976	1912	2244	1935	2555
"ENSG00000241879"	6	0	0	2	0
"ENSG00000174013"	1337	1148	1208	1243	1484
"ENSG00000163915"	292	256	257	275	322
"ENSG00000237418"	4	8	10	9	10
"ENSG00000197099"	3	2	3	2	1
"ENSG00000235943"	0	0	0	0	0
"ENSG00000226345"	13	3	8	12	9
"ENSG00000244706"	0	0	0	0	0
"ENSG00000225770"	1146	980	1097	956	1330
"ENSG00000113916"	247	169	273	192	270
"ENSG00000163872"	2183	2001	2143	1962	2688
"ENSG00000163904"	960	946	894	1041	1229
"ENSG00000161267"	147	127	163	109	145
"ENSG00000127252"	36	23	23	25	26
"ENSG00000253548"	0	0	0	0	0
"ENSG00000237167"	0	0	0	0	0
"ENSG00000238043"	0	0	4	1	0
"ENSG00000283175"	0	2	0	2	0
"ENSG00000229912"	0	0	0	0	0
"ENSG00000229964"	0	0	0	0	0
"ENSG00000230102"	11	2	10	2	8
"ENSG00000225822"	29	28	18	16	37
"ENSG00000287073"	0	0	0	0	0
"ENSG00000163961"	1320	1114	1448	1206	1468
"ENSG00000273331"	0	0	0	0	0
"ENSG00000228028"	20	32	34	30	39
"ENSG00000286661"	2	4	2	2	0
"ENSG00000272989"	0	0	0	4	4
"ENSG00000163958"	0	2	2	2	0
"ENSG00000239706"	0	0	0	0	0
"ENSG00000163900"	919	975	1015	919	1149
"ENSG00000180611"	168	142	183	130	259
"ENSG00000223812"	0	2	2	0	6
"ENSG00000225240"	23	5	9	2	20
"ENSG00000090530"	26	14	31	27	65
"ENSG00000287206"	2	0	0	0	0
"ENSG00000273013"	3	8	8	10	18
"ENSG00000185798"	160	149	184	178	202
"ENSG00000283765"	4	7	4	16	17
"ENSG00000272741"	0	0	0	0	0
"ENSG00000188001"	17	8	8	2	23
"ENSG00000237222"	29	24	12	19	26
"ENSG00000236508"	0	0	0	0	2
"ENSG00000214147"	1198	1155	1217	1177	1501
"ENSG00000243518"	10	10	14	12	10
"ENSG00000163960"	4995	4479	4852	4278	5610
"ENSG00000242152"	25	28	46	43	22
"ENSG00000244268"	2	4	0	0	4
"ENSG00000240477"	403	271	371	343	429
"ENSG00000181092"	0	1	0	0	2
"ENSG00000127249"	15	10	13	7	5
"ENSG00000239508"	22	21	11	10	37
"ENSG00000242925"	5	14	18	11	22
"ENSG00000237483"	15	2	15	9	0
"ENSG00000224403"	2	2	0	0	3
"ENSG00000239212"	43	30	32	31	33
"ENSG00000205835"	3	15	10	4	2
"ENSG00000214097"	0	0	0	4	0
"ENSG00000214919"	48	40	50	44	59
"ENSG00000227971"	2	0	3	4	5
"ENSG00000241307"	5	6	11	7	3
"ENSG00000240601"	0	0	0	0	0
"ENSG00000243584"	1	4	0	0	0
"ENSG00000244405"	25	51	55	11	25
"ENSG00000174928"	43	29	41	46	72
"ENSG00000249725"	0	0	0	0	0
"ENSG00000181467"	1524	1405	1414	1349	1799
"ENSG00000213358"	0	0	0	2	0
"ENSG00000284952"	22	11	31	22	21
"ENSG00000243321"	4	1	3	6	12
"ENSG00000234197"	1	2	0	2	0
"ENSG00000271682"	0	0	0	0	0
"ENSG00000286317"	0	0	0	0	0
"ENSG00000243033"	4	0	10	0	12
"ENSG00000182580"	60	60	58	38	55
"ENSG00000243759"	229	247	273	187	308
"ENSG00000232130"	0	0	0	0	0
"ENSG00000239263"	9	10	25	7	11
"ENSG00000286856"	0	3	6	0	0
"ENSG00000163898"	27	24	34	40	55
"ENSG00000163577"	523	400	561	417	577
"ENSG00000242522"	0	0	0	0	0
"ENSG00000228804"	1	2	1	5	11
"ENSG00000236229"	246	220	245	260	325
"ENSG00000153283"	3	1	2	0	3
"ENSG00000239661"	0	0	0	0	0
"ENSG00000163714"	13753	12578	13890	12024	14950
"ENSG00000252017"	0	0	0	0	0
"ENSG00000223040"	0	0	0	0	0
"ENSG00000253081"	0	0	0	0	0
"ENSG00000207815"	10	4	11	4	19
"ENSG00000207163"	2	0	5	1	1
"ENSG00000263988"	0	0	0	0	0
"ENSG00000244169"	0	0	0	0	0
"ENSG00000271898"	0	0	0	0	0
"ENSG00000266745"	2	0	0	1	0
"ENSG00000281863"	0	5	0	0	1
"ENSG00000199815"	0	0	0	0	0
"ENSG00000199927"	0	0	0	0	0
"ENSG00000201545"	4	5	7	5	11
"ENSG00000199577"	0	0	0	0	0
"ENSG00000283885"	0	0	0	0	0
"ENSG00000265376"	0	0	0	0	0
"ENSG00000276147"	1	0	3	2	4
"ENSG00000281710"	0	0	0	0	0
"ENSG00000206807"	0	0	1	0	0
"ENSG00000199609"	0	0	0	0	0
"ENSG00000212442"	0	0	0	0	0
"ENSG00000222983"	0	0	0	0	0
"ENSG00000201315"	4	6	5	2	2
"ENSG00000207625"	0	0	0	0	0
"ENSG00000199514"	0	4	1	1	0
"ENSG00000202268"	0	0	0	0	0
"ENSG00000272543"	0	0	0	0	0
"ENSG00000252980"	0	0	0	0	1
"ENSG00000200222"	0	0	0	0	0
"ENSG00000283298"	2	0	0	0	0
"ENSG00000244632"	0	0	0	0	0
"ENSG00000252449"	0	0	0	0	0
"ENSG00000252301"	0	0	0	0	0
"ENSG00000243957"	0	0	0	0	0
"ENSG00000239119"	22	8	10	19	21
"ENSG00000252420"	7	2	4	16	2
"ENSG00000252184"	4	2	1	2	0
"ENSG00000283894"	0	0	0	0	0
"ENSG00000222934"	0	0	1	0	0
"ENSG00000202322"	4	1	4	1	0
"ENSG00000283367"	0	0	0	0	0
"ENSG00000212340"	2	0	2	0	0
"ENSG00000239250"	0	0	0	0	0
"ENSG00000207316"	0	0	0	0	0
"ENSG00000206939"	0	0	0	0	0
"ENSG00000212598"	0	0	0	0	0
"ENSG00000240964"	37	37	47	32	27
"ENSG00000200703"	0	0	0	0	0
"ENSG00000265193"	0	0	1	0	0
"ENSG00000222389"	16	6	22	3	7
"ENSG00000266396"	0	0	0	0	0
"ENSG00000222574"	0	0	0	0	0
"ENSG00000275108"	0	0	0	0	0
"ENSG00000251773"	0	0	0	0	0
"ENSG00000265328"	0	0	0	0	0
"ENSG00000264897"	0	0	0	0	0
"ENSG00000252889"	0	0	0	0	0
"ENSG00000207954"	1	6	5	4	2
"ENSG00000221206"	0	0	2	0	0
"ENSG00000222490"	0	0	0	0	0
"ENSG00000265956"	0	0	0	0	0
"ENSG00000201065"	0	0	0	0	0
"ENSG00000207310"	0	2	2	9	0
"ENSG00000201922"	0	0	0	0	0
"ENSG00000275670"	12	10	19	6	12
"ENSG00000252965"	17	19	23	18	33
"ENSG00000207940"	2	4	7	2	7
"ENSG00000201426"	0	0	10	0	0
"ENSG00000265253"	0	6	0	0	4
"ENSG00000221633"	0	0	0	0	0
"ENSG00000212344"	2	5	2	3	4
"ENSG00000202388"	0	0	0	0	0
"ENSG00000275067"	0	0	0	0	0
"ENSG00000276083"	0	1	0	1	2
"ENSG00000201288"	0	0	0	0	0
"ENSG00000206889"	0	4	0	0	2
"ENSG00000212556"	0	0	0	0	0
"ENSG00000284421"	0	0	0	0	0
"ENSG00000277635"	0	0	0	2	0
"ENSG00000200571"	9	18	15	9	23
"ENSG00000201325"	0	0	0	0	0
"ENSG00000252914"	27	15	45	30	38
"ENSG00000271922"	0	0	0	0	0
"ENSG00000201398"	0	0	0	0	0
"ENSG00000265813"	0	0	4	0	2
"ENSG00000200389"	16	16	19	13	22
"ENSG00000272020"	0	0	0	0	0
"ENSG00000272096"	11	2	7	5	4
"ENSG00000222778"	24	8	6	8	10
"ENSG00000206604"	28	25	35	57	29
"ENSG00000251751"	0	0	0	0	0
"ENSG00000251804"	2	1	6	0	5
"ENSG00000202125"	20	12	20	14	7
"ENSG00000201778"	0	0	0	0	0
"ENSG00000251759"	0	0	0	0	0
"ENSG00000207323"	0	0	0	0	0
"ENSG00000222357"	10	7	1	13	8
"ENSG00000222499"	0	0	0	0	0
"ENSG00000200052"	0	0	0	0	0
"ENSG00000201217"	56	43	43	48	45
"ENSG00000252581"	9	13	11	7	5
"ENSG00000238924"	0	0	0	0	0
"ENSG00000201800"	40	22	44	38	36
"ENSG00000207963"	3	2	3	9	10
"ENSG00000222506"	16	20	18	17	15
"ENSG00000207717"	2	0	3	2	15
"ENSG00000200162"	0	0	0	0	0
"ENSG00000200288"	0	0	0	0	0
"ENSG00000199858"	0	0	0	0	0
"ENSG00000252082"	5	6	6	10	5
"ENSG00000206777"	0	0	0	0	0
"ENSG00000242201"	0	0	3	0	4
"ENSG00000239093"	3	0	0	0	1
"ENSG00000201860"	0	0	0	0	0
"ENSG00000221251"	0	0	0	0	0
"ENSG00000283333"	0	0	0	0	0
"ENSG00000201229"	2	4	10	3	5
"ENSG00000207114"	0	0	0	0	0
"ENSG00000253020"	1	4	0	0	0
"ENSG00000202502"	10	2	16	6	8
"ENSG00000199986"	0	0	0	2	4
"ENSG00000212146"	0	0	0	0	0
"ENSG00000207156"	0	0	0	0	0
"ENSG00000199488"	0	0	0	0	0
"ENSG00000216058"	0	0	0	0	0
"ENSG00000200355"	29	45	16	34	42
"ENSG00000277118"	3	6	1	2	6
"ENSG00000252172"	45	27	34	35	20
"ENSG00000252302"	0	0	0	0	0
"ENSG00000253092"	5	4	9	9	5
"ENSG00000201458"	77	49	59	41	46
"ENSG00000264974"	0	2	0	0	0
"ENSG00000266317"	0	0	0	0	0
"ENSG00000251854"	0	0	0	0	0
"ENSG00000207370"	44	49	54	59	60
"ENSG00000199792"	1	0	0	0	0
"ENSG00000251730"	0	0	0	4	0
"ENSG00000201648"	0	0	0	0	0
"ENSG00000199363"	0	0	0	0	0
"ENSG00000201452"	0	0	0	0	0
"ENSG00000276074"	0	0	0	0	0
"ENSG00000276690"	0	0	0	0	0
"ENSG00000278026"	0	0	0	0	0
"ENSG00000199839"	0	0	0	0	0
"ENSG00000201810"	0	0	0	0	0
"ENSG00000222675"	0	0	0	0	2
"ENSG00000252336"	0	0	0	0	0
"ENSG00000206644"	2	0	2	3	9
"ENSG00000241868"	4	14	7	0	6
"ENSG00000243339"	5	13	13	13	8
"ENSG00000243991"	0	0	0	0	0
"ENSG00000212489"	0	0	0	0	0
"ENSG00000243398"	10	34	33	30	20
"ENSG00000222335"	0	0	0	0	0
"ENSG00000144820"	0	0	0	0	0
"ENSG00000252989"	0	0	0	0	0
"ENSG00000243495"	249	205	248	196	266
"ENSG00000213431"	69	54	49	39	90
"ENSG00000201642"	2	0	0	0	2
"ENSG00000240521"	0	0	0	0	0
"ENSG00000163751"	2	0	0	2	0
"ENSG00000287198"	0	0	0	0	0
"ENSG00000241627"	1679	1434	1580	1348	1732
"ENSG00000163754"	443	453	451	379	609
"ENSG00000071794"	2826	2544	2916	2462	3394
"ENSG00000239718"	0	0	0	0	0
"ENSG00000201031"	9	4	2	4	6
"ENSG00000240511"	0	2	0	0	4
"ENSG00000163755"	949	858	997	836	1226
"ENSG00000242049"	16	2	8	2	10
"ENSG00000244300"	389	313	453	305	409
"ENSG00000239405"	9	11	11	4	19
"ENSG00000286806"	25	7	15	21	23
"ENSG00000163902"	4483	3805	4101	3707	4959
"ENSG00000277250"	0	0	0	1	0
"ENSG00000242551"	2	1	2	3	2
"ENSG00000207130"	0	0	0	0	0
"ENSG00000239503"	135	119	159	85	96
"ENSG00000198685"	12	9	3	9	8
"ENSG00000241535"	491	483	486	473	509
"ENSG00000179021"	998	902	877	821	1062
"ENSG00000242159"	1915	1608	1665	1573	2326
"ENSG00000232830"	241	210	232	212	309
"ENSG00000282978"	5068	4755	4625	3896	5498
"ENSG00000201554"	20	27	19	5	18
"ENSG00000175841"	0	0	0	0	0
"ENSG00000081154"	5206	4567	5052	4145	5797
"ENSG00000242299"	15211	12574	13859	11527	16323
"ENSG00000243396"	6	6	7	2	15
"ENSG00000252348"	2	2	7	5	0
"ENSG00000212319"	7	1	1	2	2
"ENSG00000201511"	2	3	2	0	4
"ENSG00000201121"	21	40	42	63	71
"ENSG00000231845"	95	93	86	122	102
"ENSG00000260633"	10	10	8	4	0
"ENSG00000214289"	5	6	4	2	1
"ENSG00000248377"	0	0	0	0	0
"ENSG00000214288"	0	0	0	0	0
"ENSG00000249691"	22	36	28	27	26
"ENSG00000174611"	21	13	27	14	23
"ENSG00000286982"	2	0	6	2	3
"ENSG00000253087"	2	0	0	0	0
"ENSG00000201413"	0	0	1	0	0
"ENSG00000232901"	342	386	414	343	476
"ENSG00000206567"	1650	1507	1639	1491	1904
"ENSG00000229217"	50	57	63	21	85
"ENSG00000163705"	46	86	53	45	86
"ENSG00000254999"	871	805	986	777	956
"ENSG00000287086"	0	0	0	0	0
"ENSG00000134070"	157	154	213	125	208
"ENSG00000272410"	0	0	0	0	0
"ENSG00000231177"	522	503	525	437	523
"ENSG00000157017"	259	224	267	291	334
"ENSG00000240288"	877	820	881	747	955
"ENSG00000276678"	0	0	0	0	0
"ENSG00000157020"	1820	1510	1792	1584	2046
"ENSG00000264534"	0	0	0	0	0
"ENSG00000224424"	73	36	56	63	80
"ENSG00000178537"	173	174	154	166	231
"ENSG00000221883"	40	48	42	49	48
"ENSG00000235236"	11	5	12	21	24
"ENSG00000223343"	12	0	2	1	6
"ENSG00000273211"	0	0	0	0	0
"ENSG00000178467"	36	52	36	17	37
"ENSG00000285416"	0	9	8	6	2
"ENSG00000178149"	129	168	143	190	176
"ENSG00000199032"	0	4	3	3	6
"ENSG00000178057"	1262	1144	1177	1084	1404
"ENSG00000207605"	3	0	0	0	0
"ENSG00000272434"	0	0	0	0	0
"ENSG00000163661"	111	150	111	68	100
"ENSG00000286892"	0	0	0	0	0
"ENSG00000188817"	2	0	0	0	0
"ENSG00000224479"	25	17	51	20	28
"ENSG00000163634"	310	253	314	236	327
"ENSG00000240549"	115	98	144	117	143
"ENSG00000280620"	39	42	47	25	40
"ENSG00000239653"	460	382	446	348	479
"ENSG00000271843"	67	79	123	81	129
"ENSG00000243410"	0	0	0	0	0
"ENSG00000272181"	53	29	24	25	30
"ENSG00000240912"	64	61	53	49	83
"ENSG00000241490"	0	0	0	0	2
"ENSG00000240487"	6	14	6	12	12
"ENSG00000181847"	8	16	5	6	4
"ENSG00000259976"	0	0	0	0	0
"ENSG00000284134"	0	0	0	0	0
"ENSG00000241560"	51	77	59	63	91
"ENSG00000242290"	22	18	21	18	22
"ENSG00000241295"	2	7	2	5	8
"ENSG00000264623"	0	1	0	0	2
"ENSG00000239946"	6	4	14	9	17
"ENSG00000240002"	10	4	2	4	6
"ENSG00000242767"	18	17	11	13	19
"ENSG00000244157"	307	192	308	188	363
"ENSG00000243969"	0	0	0	0	0
"ENSG00000243953"	0	0	0	0	0
"ENSG00000240666"	16	3	8	4	8
"ENSG00000241336"	0	2	0	0	0
"ENSG00000240045"	1	4	6	2	2
"ENSG00000242790"	2	4	2	2	2
"ENSG00000239443"	75	74	72	82	70
"ENSG00000092345"	0	0	0	0	0
"ENSG00000151090"	638	577	708	470	564
"ENSG00000169714"	7144	6029	6443	5352	8082
"ENSG00000154767"	508	529	456	453	622
"ENSG00000073792"	2019	1877	2126	1844	2399
"ENSG00000174255"	0	0	0	0	0
"ENSG00000144908"	19	13	10	4	19
"ENSG00000175193"	135	109	125	134	181
"ENSG00000163660"	3445	3238	3728	3595	4390
"ENSG00000144959"	433	357	486	320	526
"ENSG00000180834"	21	11	7	11	9
"ENSG00000145107"	4	6	15	4	16
"ENSG00000198585"	1276	930	1211	1091	1361
"ENSG00000181744"	1620	1362	1791	1688	2035
"ENSG00000144840"	739	617	907	543	746
"ENSG00000242992"	31	36	60	60	32
"ENSG00000244232"	24	18	23	10	15
"ENSG00000239483"	53	32	79	62	61
"ENSG00000244065"	8	6	4	6	6
"ENSG00000243022"	6	16	12	9	13
"ENSG00000242062"	0	2	0	2	2
"ENSG00000261159"	44	29	58	32	73
"ENSG00000231305"	88	67	86	117	132
"ENSG00000250796"	2	14	13	4	7
"ENSG00000279507"	0	0	0	0	0
"ENSG00000163635"	3215	2894	3021	2813	3830
"ENSG00000241669"	0	0	0	0	0
"ENSG00000169064"	18	15	50	17	17
"ENSG00000181458"	402	288	370	317	452
"ENSG00000250174"	13	5	5	6	11
"ENSG00000273123"	0	4	5	4	6
"ENSG00000207002"	2	0	1	0	0
"ENSG00000266383"	2	0	0	3	1
"ENSG00000240622"	20	11	21	16	7
"ENSG00000075785"	4824	4316	4542	4014	5529
"ENSG00000272166"	6	1	16	12	11
"ENSG00000275227"	0	0	0	0	0
"ENSG00000283971"	0	0	0	0	1
"ENSG00000238225"	0	0	0	0	0
"ENSG00000151092"	1309	1100	1312	1288	1589
"ENSG00000213872"	132	149	141	153	195
"ENSG00000213871"	398	384	451	402	465
"ENSG00000151093"	389	338	385	303	466
"ENSG00000230891"	0	0	0	0	0
"ENSG00000221120"	0	0	0	0	0
"ENSG00000214160"	508	455	513	457	593
"ENSG00000284753"	46	38	47	32	76
"ENSG00000284917"	0	0	0	0	0
"ENSG00000163888"	84	79	49	67	74
"ENSG00000175166"	920	803	931	881	1090
"ENSG00000114867"	6988	5868	6712	6415	8516
"ENSG00000212158"	1	0	0	0	4
"ENSG00000175182"	210	183	202	204	279
"ENSG00000114859"	182	192	194	121	259
"ENSG00000224153"	3	0	0	7	1
"ENSG00000283625"	0	0	0	0	0
"ENSG00000227509"	0	0	0	0	0
"ENSG00000200579"	5	3	3	2	1
"ENSG00000008226"	85	89	118	79	126
"ENSG00000231668"	13	3	2	13	12
"ENSG00000201965"	0	0	0	0	0
"ENSG00000060971"	211	232	212	195	347
"ENSG00000114354"	4590	4151	4748	3873	5150
"ENSG00000231243"	0	0	0	0	0
"ENSG00000206708"	0	0	2	0	0
"ENSG00000114742"	1736	1395	1595	1363	1758
"ENSG00000268324"	2	5	1	6	4
"ENSG00000241186"	0	0	0	0	0
"ENSG00000283877"	0	0	0	0	0
"ENSG00000286570"	0	0	0	0	0
"ENSG00000251967"	0	0	0	0	0
"ENSG00000178038"	149	134	160	98	121
"ENSG00000181585"	14	21	31	1	28
"ENSG00000206549"	0	0	0	0	0
"ENSG00000283706"	0	0	0	0	0
"ENSG00000261603"	0	4	2	0	5
"ENSG00000284672"	0	0	2	4	2
"ENSG00000286651"	0	0	0	4	2
"ENSG00000238013"	1	0	2	8	2
"ENSG00000226074"	5	0	3	6	14
"ENSG00000178055"	19	14	10	6	1
"ENSG00000160801"	34	28	22	33	24
"ENSG00000273682"	2	18	15	5	12
"ENSG00000160796"	1942	1831	1979	1404	2060
"ENSG00000236409"	9	10	28	22	26
"ENSG00000275940"	19	10	17	21	28
"ENSG00000229589"	315	322	316	290	375
"ENSG00000114739"	9662	8909	10142	8241	10461
"ENSG00000207512"	10	6	8	3	13
"ENSG00000230683"	39	47	49	45	52
"ENSG00000232439"	109	110	111	54	104
"ENSG00000240429"	617	530	488	484	604
"ENSG00000121864"	1544	1281	1557	1262	1812
"ENSG00000260743"	96	89	107	103	138
"ENSG00000171109"	853	726	854	739	941
"ENSG00000114450"	1998	1746	1963	1562	2002
"ENSG00000242539"	0	0	0	0	0
"ENSG00000272699"	32	38	28	29	46
"ENSG00000239255"	0	0	0	0	0
"ENSG00000181260"	2001	1946	2203	1584	2043
"ENSG00000136518"	503	481	487	372	605
"ENSG00000272910"	12	20	17	15	22
"ENSG00000272660"	8	1	6	10	4
"ENSG00000136522"	338	288	343	253	369
"ENSG00000239096"	11	17	15	9	14
"ENSG00000178772"	0	0	0	2	0
"ENSG00000172061"	0	12	0	0	0
"ENSG00000271483"	32	17	15	18	28
"ENSG00000252053"	0	0	0	0	0
"ENSG00000232873"	0	0	0	2	0
"ENSG00000272707"	0	1	5	0	1
"ENSG00000041802"	637	617	604	585	880
"ENSG00000185112"	87	62	54	56	88
"ENSG00000134107"	2253	1965	2215	2033	2599
"ENSG00000230182"	0	0	0	0	0
"ENSG00000224082"	33	30	38	38	40
"ENSG00000207283"	4	0	0	0	0
"ENSG00000237566"	0	0	0	0	0
"ENSG00000134108"	1868	1554	1952	1601	2144
"ENSG00000233912"	58	61	78	63	82
"ENSG00000268509"	0	0	0	0	0
"ENSG00000134109"	2683	2578	2671	2437	3009
"ENSG00000265180"	0	0	0	0	0
"ENSG00000241227"	1	2	0	6	0
"ENSG00000230944"	0	5	0	2	4
"ENSG00000287882"	0	0	0	0	0
"ENSG00000260670"	0	0	0	0	0
"ENSG00000244345"	4	1	0	1	0
"ENSG00000199469"	1	4	0	0	2
"ENSG00000239568"	0	0	1	0	0
"ENSG00000242568"	0	0	0	0	0
"ENSG00000242775"	0	0	0	0	0
"ENSG00000244586"	70	84	72	57	66
"ENSG00000242317"	4	12	13	4	10
"ENSG00000240777"	3	1	6	9	2
"ENSG00000281708"	28	21	26	31	70
"ENSG00000264013"	6	0	2	9	3
"ENSG00000200379"	9	0	5	6	0
"ENSG00000200238"	5	4	1	6	4
"ENSG00000180376"	2778	2504	3085	2737	3675
"ENSG00000240265"	18	18	14	13	12
"ENSG00000240842"	0	0	0	0	0
"ENSG00000241667"	0	0	0	0	2
"ENSG00000241665"	17	19	14	13	21
"ENSG00000168356"	88	61	123	105	140
"ENSG00000177383"	819	822	837	631	851
"ENSG00000229433"	10	0	2	17	2
"ENSG00000273403"	8	4	8	4	0
"ENSG00000272922"	0	0	0	0	2
"ENSG00000288576"	0	0	0	0	0
"ENSG00000187068"	177	187	197	171	299
"ENSG00000223358"	0	0	0	0	0
"ENSG00000229704"	263	241	278	229	308
"ENSG00000264614"	0	0	0	0	2
"ENSG00000156931"	1194	1140	1254	1243	1478
"ENSG00000201957"	17	17	32	19	25
"ENSG00000196455"	1976	1689	1809	1848	2379
"ENSG00000222783"	0	0	0	0	0
"ENSG00000285631"	0	0	2	0	0
"ENSG00000232829"	517	456	503	358	518
"ENSG00000284095"	7	7	8	7	19
"ENSG00000250592"	43	14	37	28	37
"ENSG00000252894"	13	21	20	13	7
"ENSG00000249098"	50	56	81	32	52
"ENSG00000251579"	32	36	44	45	67
"ENSG00000250129"	8	17	14	13	18
"ENSG00000201550"	0	2	0	5	1
"ENSG00000163347"	52	46	53	65	75
"ENSG00000231047"	0	0	12	17	9
"ENSG00000113946"	0	0	0	0	0
"ENSG00000017260"	1629	1446	1599	1332	1824
"ENSG00000114126"	3449	3169	3622	3165	4344
"ENSG00000114405"	274	305	374	309	348
"ENSG00000168016"	0	0	1	0	0
"ENSG00000172340"	1034	883	956	688	925
"ENSG00000187091"	69	74	43	67	115
"ENSG00000114850"	8919	7561	8334	6886	9064
"ENSG00000034533"	308	251	371	320	359
"ENSG00000163636"	2065	2020	2197	2022	2668
"ENSG00000114805"	694	649	726	539	690
"ENSG00000018408"	1455	1164	1397	968	1331
"ENSG00000144749"	389	278	303	335	358
"ENSG00000174963"	0	0	0	0	0
"ENSG00000090534"	20	19	16	22	12
"ENSG00000169251"	1783	1528	1733	1456	2080
"ENSG00000163947"	359	284	374	372	422
"ENSG00000114737"	107	70	43	46	67
"ENSG00000082996"	688	666	704	632	778
"ENSG00000114735"	1327	1186	1311	1226	1649
"ENSG00000072858"	75	111	144	84	111
"ENSG00000175455"	6862	6309	6910	6246	7861
"ENSG00000114395"	103	96	111	82	126
"ENSG00000114529"	736	572	695	598	745
"ENSG00000239620"	0	2	0	2	8
"ENSG00000134072"	83	94	113	83	134
"ENSG00000250151"	0	2	0	0	0
"ENSG00000269886"	15	5	26	32	16
"ENSG00000171135"	874	795	934	802	1075
"ENSG00000163701"	45	28	30	28	41
"ENSG00000283189"	0	0	0	0	0
"ENSG00000145020"	41	52	43	41	54
"ENSG00000201301"	0	0	0	0	0
"ENSG00000226913"	34	36	21	38	44
"ENSG00000164061"	1503	1583	1615	1580	1840
"ENSG00000235120"	13	6	9	13	16
"ENSG00000164062"	695	588	637	565	857
"ENSG00000259970"	0	0	0	0	0
"ENSG00000164068"	642	654	690	535	861
"ENSG00000176020"	2	1	3	1	2
"ENSG00000173540"	530	420	502	483	626
"ENSG00000239576"	38	49	32	32	49
"ENSG00000230082"	45	47	17	22	12
"ENSG00000269982"	219	197	205	167	218
"ENSG00000187288"	0	2	4	0	0
"ENSG00000241993"	0	0	0	0	0
"ENSG00000244089"	0	0	0	0	0
"ENSG00000239128"	2	0	2	0	0
"ENSG00000114648"	1187	1055	1116	1040	1448
"ENSG00000280173"	428	347	369	316	442
"ENSG00000226652"	230	219	237	165	287
"ENSG00000207505"	0	0	0	0	0
"ENSG00000230951"	0	0	0	0	0
"ENSG00000156976"	3788	3361	3896	3812	4819
